version,major,date,item_index,summary,full,cves
16.12,16,2026-02-12,23,Pass connection options specified in CREATE SUBSCRIPTION ... CONNECTION to the publisher's walsender (Fujii Masao) §,"Pass connection options specified in CREATE SUBSCRIPTION ... CONNECTION to the publisher's walsender (Fujii Masao) § Before this fix, the options connection option (if any) was ignored, thus for example preventing setting custom server parameter values in the walsender session. It was intended for that to work, and it did work before refactoring in PostgreSQL version 15 broke it, so restore the previous behavior.",
16.12,16,2026-02-12,24,Prevent invalidation of newly created or newly synced replication slots (Zhijie Hou) §,"Prevent invalidation of newly created or newly synced replication slots (Zhijie Hou) § A race condition with a concurrent checkpoint could allow WAL to be removed that is needed by the replication slot, causing the slot to immediately get marked invalid.",
16.12,16,2026-02-12,25,Fix race condition in computing a replication slot's required xmin (Zhijie Hou) §,Fix race condition in computing a replication slot's required xmin (Zhijie Hou) § This could lead to the error cannot build an initial slot snapshot as oldest safe xid follows snapshot's xmin .,
16.12,16,2026-02-12,26,"During initial synchronization of a logical replication subscription, commit the addition of a pg_replication_origin entry before starting to copy data (Zhijie Hou) §","During initial synchronization of a logical replication subscription, commit the addition of a pg_replication_origin entry before starting to copy data (Zhijie Hou) § Previously, if the copy step failed, the new pg_replication_origin entry would be lost due to transaction rollback. This led to inconsistent state in shared memory.",
16.12,16,2026-02-12,27,Don't advance logical replication progress after a parallel worker apply failure (Zhijie Hou) §,Don't advance logical replication progress after a parallel worker apply failure (Zhijie Hou) § The previous behavior allowed transactions to be lost by a subscriber.,
16.12,16,2026-02-12,28,Fix possible failure with unexpected data beyond EOF during restart of a streaming replica server (Anthonin Bonnefoy) §,Fix possible failure with unexpected data beyond EOF during restart of a streaming replica server (Anthonin Bonnefoy) §,
16.12,16,2026-02-12,29,Fix erroneous tracking of column position when parsing partition range bounds (myzhen) §,"Fix erroneous tracking of column position when parsing partition range bounds (myzhen) § This could, for example, lead to the wrong column name being cited in error messages about casting partition bound values to the column's data type.",
16.12,16,2026-02-12,30,"Fix assorted minor errors in error messages (Man Zeng, Tianchen Zhang) § § §","Fix assorted minor errors in error messages (Man Zeng, Tianchen Zhang) § § § For example, an error report about mismatched timeline number in a backup manifest showed the starting timeline number where it meant to show the ending timeline number.",
16.12,16,2026-02-12,31,Fix failure to perform function inlining when doing JIT compilation with LLVM version 17 or later (Anthonin Bonnefoy) §,Fix failure to perform function inlining when doing JIT compilation with LLVM version 17 or later (Anthonin Bonnefoy) §,
16.12,16,2026-02-12,32,Adjust our JIT code to work with LLVM 21 (Holger Hoffstätte) §,Adjust our JIT code to work with LLVM 21 (Holger Hoffstätte) § The previous coding failed to compile on aarch64 machines.,
16.12,16,2026-02-12,33,Add new server parameter to control use of posix_fallocate() (Thomas Munro) §,"Add new server parameter to control use of posix_fallocate() (Thomas Munro) § PostgreSQL version 16 and later will use posix_fallocate() , if the platform provides it, to extend relation files. However, this has been reported to interact poorly with some file systems: BTRFS compression is disabled by the use of posix_fallocate() , and XFS could produce spurious ENOSPC errors in older Linux kernel versions. To provide a workaround, introduce this new server parameter. Setting file_extend_method to write_zeros will cause the server to return to the old method of extending files by writing blocks of zeroes.",
16.12,16,2026-02-12,34,"Honor open() 's O_CLOEXEC flag on Windows (Bryan Green, Thomas Munro) § § §","Honor open() 's O_CLOEXEC flag on Windows (Bryan Green, Thomas Munro) § § § Make this flag work like it does on POSIX platforms, so that we don't leak file handles into child processes such as COPY TO/FROM PROGRAM . While that leakage hasn't caused many problems, it seems undesirable.",
16.12,16,2026-02-12,35,Fix failure to parse long options on the server command line in Solaris executables built with meson (Tom Lane) §,Fix failure to parse long options on the server command line in Solaris executables built with meson (Tom Lane) §,
16.12,16,2026-02-12,36,Support process title changes on GNU/Hurd (Michael Banck) §,Support process title changes on GNU/Hurd (Michael Banck) §,
16.12,16,2026-02-12,37,Make pg_resetwal print the updated value when changing OldestXID (Heikki Linnakangas) §,Make pg_resetwal print the updated value when changing OldestXID (Heikki Linnakangas) § It already did that for every other variable it can change.,
16.12,16,2026-02-12,38,Make pg_resetwal allow setting next multixact xid to 0 or next multixact offset to UINT32_MAX (Maxim Orlov) §,"Make pg_resetwal allow setting next multixact xid to 0 or next multixact offset to UINT32_MAX (Maxim Orlov) § These are valid values, so rejecting them was incorrect. In the worst case, if a pg_upgrade is attempted when exactly at the point of multixact wraparound, the upgrade would fail.",
16.12,16,2026-02-12,39,"In contrib/amcheck , use the correct snapshot for btree index parent checks (Mihail Nikalayeu) §","In contrib/amcheck , use the correct snapshot for btree index parent checks (Mihail Nikalayeu) § The previous coding caused spurious errors when examining indexes created with CREATE INDEX CONCURRENTLY .",
16.12,16,2026-02-12,40,Fix contrib/amcheck to handle half-dead btree index pages correctly (Heikki Linnakangas) §,"Fix contrib/amcheck to handle half-dead btree index pages correctly (Heikki Linnakangas) § amcheck expected such a page to have a parent downlink, but it does not, leading to a false error report about mismatch between parent key and child high key .",
16.12,16,2026-02-12,41,Fix contrib/amcheck to handle incomplete btree root page splits correctly (Heikki Linnakangas) §,Fix contrib/amcheck to handle incomplete btree root page splits correctly (Heikki Linnakangas) § amcheck could report a false error about block is not true root .,
16.12,16,2026-02-12,42,Fix edge-case integer overflow in contrib/intarray 's selectivity estimator for @@ (Chao Li) §,Fix edge-case integer overflow in contrib/intarray 's selectivity estimator for @@ (Chao Li) § This could cause poor selectivity estimates to be produced for cases involving the maximum integer value.,
16.12,16,2026-02-12,43,Fix multibyte-encoding issue in contrib/ltree (Jeff Davis) §,"Fix multibyte-encoding issue in contrib/ltree (Jeff Davis) § The previous coding could pass an incomplete multibyte character to lower() , probably resulting in incorrect behavior.",
16.12,16,2026-02-12,44,Update time zone data files to tzdata release 2025c (Tom Lane) §,Update time zone data files to tzdata release 2025c (Tom Lane) § The only change is in historical data for pre-1976 timestamps in Baja California.,
16.13,16,2026-02-26,0,Fix failure after replaying a multixid truncation record from WAL that was generated by an older minor version (Heikki Linnakangas) §,"Fix failure after replaying a multixid truncation record from WAL that was generated by an older minor version (Heikki Linnakangas) § Erroneous logic for coping with the way that previous versions handled multixid wraparound led to replay failure, with messages like could not access status of transaction . A typical scenario in which this could occur is a standby server of the latest minor version consuming WAL from a primary server of an older version.",
16.13,16,2026-02-26,1,Avoid incorrect complaint of invalid encoding when substring() is applied to toasted data (Noah Misch) § § §,Avoid incorrect complaint of invalid encoding when substring() is applied to toasted data (Noah Misch) § § § The fix for CVE-2026-2006 was too aggressive and could raise an error about an incomplete character in cases that are actually valid.,CVE-2026-2006
16.13,16,2026-02-26,2,Fix computation of the set of potentially-nulling outer joins for the output of a LATERAL UNION ALL subquery (Richard Guo) §,"Fix computation of the set of potentially-nulling outer joins for the output of a LATERAL UNION ALL subquery (Richard Guo) § This error could lead to skipping NOT NULL tests in the mistaken belief that they were unnecessary, resulting in wrong query output.",
16.13,16,2026-02-26,3,Fix pg_stat_get_backend_wait_event() and pg_stat_get_backend_wait_event_type() to report values for auxiliary processes (Heikki Linnakangas) §,"Fix pg_stat_get_backend_wait_event() and pg_stat_get_backend_wait_event_type() to report values for auxiliary processes (Heikki Linnakangas) § Previously these functions returned NULL for auxiliary processes, but that's inconsistent with the pg_stat_activity view.",
16.13,16,2026-02-26,4,Fix casting a composite-type variable to a domain type when returning its value from a PL/pgSQL function (Tom Lane) §,"Fix casting a composite-type variable to a domain type when returning its value from a PL/pgSQL function (Tom Lane) § If the variable's value is NULL, a cache lookup failed for type 0 error resulted.",
16.13,16,2026-02-26,5,Fix potential null pointer dereference in contrib/hstore 's binary input function (Michael Paquier) §,"Fix potential null pointer dereference in contrib/hstore 's binary input function (Michael Paquier) § hstore 's receive function crashed on input containing duplicate keys. hstore values generated by Postgres would never contain duplicate keys, so this mistake has gone unnoticed. The crash could be provoked by malicious or corrupted data.",
16.14,16,2026-05-14,0,Prevent unbounded recursion while processing startup packets (Michael Paquier) § §,Prevent unbounded recursion while processing startup packets (Michael Paquier) § § A malicious client could crash the connected backend by alternating rejected SSL and GSS encryption requests indefinitely. The PostgreSQL Project thanks Calif.io (in collaboration with Claude and Anthropic Research) for reporting this problem. (CVE-2026-6479),CVE-2026-6479
16.14,16,2026-05-14,1,"Fix assorted integer overflows in memory-allocation calculations (Tom Lane, Nathan Bossart, Heikki Linnakangas) § § § § § § § § § §","Fix assorted integer overflows in memory-allocation calculations (Tom Lane, Nathan Bossart, Heikki Linnakangas) § § § § § § § § § § Various places were incautious about the possibility of integer overflow in calculations of how much memory to allocate. Overflow would lead to allocating a too-small buffer which the caller would then write past the end of. This would at least trigger server crashes, and probably could be exploited for arbitrary code execution. In many but by no means all cases, the hazard exists only in 32-bit builds. The PostgreSQL Project thanks Xint Code, Bruce Dang, Sven Klemm, and Pavel Kohout for reporting these problems. (CVE-2026-6473)",CVE-2026-6473
16.14,16,2026-05-14,2,Properly quote object names in logical replication origin checks (Pavel Kohout) §,"Properly quote object names in logical replication origin checks (Pavel Kohout) § ALTER SUBSCRIPTION ... REFRESH PUBLICATION interpolated schema and relation names into SQL commands without quoting them, allowing execution of arbitrary SQL on the publisher. The PostgreSQL Project thanks Pavel Kohout for reporting this problem. (CVE-2026-6638)",CVE-2026-6638
16.14,16,2026-05-14,3,Reject over-length options in ts_headline() (Michael Paquier) §,"Reject over-length options in ts_headline() (Michael Paquier) § The StartSel , StopSel and FragmentDelimiter strings must not exceed 32Kb in length, but this was not checked for. An over-length value would typically crash the server. The PostgreSQL Project thanks Xint Code for reporting this problem. (CVE-2026-6473)",CVE-2026-6473
16.14,16,2026-05-14,4,Guard against malicious time zone names in timeofday() and pg_strftime() (Tom Lane) § §,"Guard against malicious time zone names in timeofday() and pg_strftime() (Tom Lane) § § A crafted time zone setting could pass % sequences to snprintf() , potentially causing crashes or disclosure of server memory. Another path to similar results was to overflow the limited-size output buffer used by pg_strftime() . The PostgreSQL Project thanks Xint Code for reporting this problem. (CVE-2026-6474)",CVE-2026-6474
16.14,16,2026-05-14,5,"When creating a multirange type, ensure the user has CREATE privilege on the schema specified for the multirange type (Jelte Fennema-Nio) §","When creating a multirange type, ensure the user has CREATE privilege on the schema specified for the multirange type (Jelte Fennema-Nio) § The multirange type can be put into a different schema than its parent range type, but we neglected to apply the required privilege check when doing so. The PostgreSQL Project thanks Jelte Fennema-Nio for reporting this problem. (CVE-2026-6472)",CVE-2026-6472
16.14,16,2026-05-14,6,Use timing-safe string comparisons in authentication code (Michael Paquier) § §,"Use timing-safe string comparisons in authentication code (Michael Paquier) § § Use timingsafe_bcmp() instead of memcmp() or strcmp() when checking passwords, hashes, etc. It is not known whether the data dependency of those functions is usefully exploitable in any of these places, but in the interests of safety, replace them. The PostgreSQL Project thanks Joe Conway for reporting this problem. (CVE-2026-6478)",CVE-2026-6478
16.14,16,2026-05-14,7,"Mark PQfn() as unsafe, and avoid using it within libpq (Nathan Bossart) §","Mark PQfn() as unsafe, and avoid using it within libpq (Nathan Bossart) § For a non-integral result type, PQfn() is not passed the size of the output buffer, so it cannot check that the data returned by the server will fit. A malicious server could therefore overwrite client memory. This is unfixable without an API change, so mark the function as deprecated. Internally to libpq , use a variant version that can apply the missing check. The PostgreSQL Project thanks Yu Kunpeng and Martin Heistermann for reporting this problem. (CVE-2026-6477)",CVE-2026-6477
16.14,16,2026-05-14,8,Prevent path traversal in pg_basebackup and pg_rewind (Michael Paquier) §,"Prevent path traversal in pg_basebackup and pg_rewind (Michael Paquier) § These applications failed to validate output file paths read from their input, so that a malicious source could overwrite any file writable by these applications. Constrain where data can be written by rejecting paths that are absolute or contain parent-directory references. The PostgreSQL Project thanks XlabAI Team of Tencent Xuanwu Lab and Valery Gubanov for reporting this problem. (CVE-2026-6475)",CVE-2026-6475
16.14,16,2026-05-14,9,Guard against field overflow within contrib/intarray 's query_int type and contrib/ltree 's ltxtquery type (Tom Lane) § §,"Guard against field overflow within contrib/intarray 's query_int type and contrib/ltree 's ltxtquery type (Tom Lane) § § Parsing of these query structures did not check for overflow of 16-bit fields, so that construction of an invalid query tree was possible. This can crash the server when executing the query. The PostgreSQL Project thanks Xint Code for reporting this problem. (CVE-2026-6473)",CVE-2026-6473
16.14,16,2026-05-14,10,Guard against overly long values of contrib/ltree 's lquery type (Michael Paquier) §,"Guard against overly long values of contrib/ltree 's lquery type (Michael Paquier) § Values with more than 64K items caused internal overflows, potentially resulting in stack smashes or wrong answers. The PostgreSQL Project thanks Vergissmeinnicht, A1ex, and Jihe Wang for reporting this problem. (CVE-2026-6473)",CVE-2026-6473
16.14,16,2026-05-14,11,Prevent SQL injection and buffer overruns in contrib/spi (Nathan Bossart) §,"Prevent SQL injection and buffer overruns in contrib/spi (Nathan Bossart) § check_foreign_key() was insufficiently careful about quoting key values, and also used fixed-length buffers for constructing queries. While this module is only meant as example code, it still shouldn't contain such dangerous errors. The PostgreSQL Project thanks Nikolay Samokhvalov for reporting this problem. (CVE-2026-6637)",CVE-2026-6637
16.14,16,2026-05-14,12,Check for nondeterministic collations before assuming that an equality condition on a collatable type implies uniqueness (Richard Guo) § §,"Check for nondeterministic collations before assuming that an equality condition on a collatable type implies uniqueness (Richard Guo) § § Numerous planner optimizations assume that, for example, at most one table row can satisfy WHERE x = 'abc' if there is a unique index on x . However this conclusion is unsafe in general if the index and the WHERE clause have different collations attached. It is safe when both collations are deterministic, because that property essentially requires that equality of two strings means bitwise equality. But nondeterministic collations don't act that way, so that optimizing on the assumption of unique matches can give wrong query answers if either the WHERE clause or the index has a nondeterministic collation.",
16.14,16,2026-05-14,13,Fix incomplete removal of relation references in RestrictInfo structs during join removal (Tom Lane) § §,Fix incomplete removal of relation references in RestrictInfo structs during join removal (Tom Lane) § § This oversight has been shown to result in planner failures such as unexpected FULL JOIN is only supported with merge-joinable or hash-joinable join conditions errors. It may also have caused failure to consider valid plans in other cases.,
16.14,16,2026-05-14,14,"Fix incorrect handling of NEW generated columns in rule actions and rule qualifications (Richard Guo, Dean Rasheed) §","Fix incorrect handling of NEW generated columns in rule actions and rule qualifications (Richard Guo, Dean Rasheed) § Previously, such column references would produce NULL in INSERT cases, or be equivalent to the OLD value in UPDATE cases.",
16.14,16,2026-05-14,15,Fix spurious generated columns are not supported in COPY FROM WHERE conditions errors (Tom Lane) §,Fix spurious generated columns are not supported in COPY FROM WHERE conditions errors (Tom Lane) § Use of a system column in a COPY FROM WHERE condition could sometimes incorrectly report this error.,
16.14,16,2026-05-14,16,Correctly report a serialization failure when MERGE encounters a concurrently-updated tuple in repeatable-read or serializable mode (Tender Wang) §,"Correctly report a serialization failure when MERGE encounters a concurrently-updated tuple in repeatable-read or serializable mode (Tender Wang) § Previously, such cases behaved the same as in lower isolation levels.",
16.14,16,2026-05-14,17,Fix CREATE TABLE ... LIKE ... INCLUDING STATISTICS for cases where the source table has dropped column(s) (Julien Tachoires) §,"Fix CREATE TABLE ... LIKE ... INCLUDING STATISTICS for cases where the source table has dropped column(s) (Julien Tachoires) § In such cases, extended statistics objects could be copied incorrectly, or the command could give an incorrect error.",
16.14,16,2026-05-14,18,Allow ALTER INDEX ... ATTACH PARTITION to mark the parent index valid if appropriate (Sami Imseih) §,Allow ALTER INDEX ... ATTACH PARTITION to mark the parent index valid if appropriate (Sami Imseih) § There are edge cases in which a partitioned index might remain marked as invalid even when all its leaf indexes are valid. This change provides a mechanism whereby a user can correct such a situation without resorting to manual catalog updates.,
16.14,16,2026-05-14,19,Fix ALTER FOREIGN DATA WRAPPER to not drop the wrapper object's dependency on its handler function (Jeff Davis) §,Fix ALTER FOREIGN DATA WRAPPER to not drop the wrapper object's dependency on its handler function (Jeff Davis) §,
16.14,16,2026-05-14,20,Disallow making a composite type be a member of itself via a multirange (Heikki Linnakangas) §,"Disallow making a composite type be a member of itself via a multirange (Heikki Linnakangas) § We already forbade such cases when the intermediate type is a domain, array, composite type, or range; but multiranges were overlooked.",
16.14,16,2026-05-14,21,Fix datum-image comparisons to be insensitive to sign-extension variations (David Rowley) §,Fix datum-image comparisons to be insensitive to sign-extension variations (David Rowley) § This fixes some situations that previously led to could not find memoization table entry errors or wrong query results.,
16.14,16,2026-05-14,22,Fix incorrect logic for hashed IN / NOT IN with non-strict equality operator (Chengpeng Yan) §,"Fix incorrect logic for hashed IN / NOT IN with non-strict equality operator (Chengpeng Yan) § The previous coding could crash or give wrong answers. All built-in data types have strict equality operators, so that this issue could only arise with an extension data type.",
16.14,16,2026-05-14,23,Truncate overly-long locale-specific numeric symbols in to_char() (Tom Lane) §,"Truncate overly-long locale-specific numeric symbols in to_char() (Tom Lane) § If a locale specified a currency symbol, thousands separator, or decimal or sign symbol more than 8 bytes long, a buffer overrun was possible. No such locales exist in the real world, and it's impractical for an unprivileged attacker to install a malicious locale definition underneath a Postgres server; but for safety's sake check for overlength symbols and truncate if needed.",
16.14,16,2026-05-14,24,Prevent buffer overruns when parsing an affix file for an Ispell dictionary (Tom Lane) § §,"Prevent buffer overruns when parsing an affix file for an Ispell dictionary (Tom Lane) § § A corrupt or malicious affix file could crash the server. This is not considered a security issue because text search configuration files are presumed trustworthy, but it still seems worth fixing.",
16.14,16,2026-05-14,25,Guard against integer overflow in calculations of frame start and end positions for window aggregates (Richard Guo) §,Guard against integer overflow in calculations of frame start and end positions for window aggregates (Richard Guo) § Very large user-specified offsets (close to INT64_MAX) could result in errors or incorrect query results.,
16.14,16,2026-05-14,26,Fix array_agg_array_combine() to combine the arrays' null bitmaps correctly (Dmytro Astapov) §,Fix array_agg_array_combine() to combine the arrays' null bitmaps correctly (Dmytro Astapov) § This mistake resulted in sometimes-incorrect output from parallelized array_agg(anyarray) calculations.,
16.14,16,2026-05-14,27,Retry sync_file_range() if it returns error code EINTR (DaeMyung Kang) §,Retry sync_file_range() if it returns error code EINTR (DaeMyung Kang) §,
16.14,16,2026-05-14,28,Fix incorrect behavior of pg_stat_reset_single_table_counters() on a shared catalog (Chao Li) §,"Fix incorrect behavior of pg_stat_reset_single_table_counters() on a shared catalog (Chao Li) § Such cases had a side-effect of resetting the current database's stat_reset_timestamp , which was unintended.",
16.14,16,2026-05-14,29,Update activity statistics when a parallel apply worker is idle (Zhijie Hou) §,"Update activity statistics when a parallel apply worker is idle (Zhijie Hou) § Previously, statistics from a recently-completed transaction might go unreported for long intervals, particularly if the workload is light.",
16.14,16,2026-05-14,30,Fix buffer overread when pglz_decompress() receives corrupt input (Andrew Dunstan) §,"Fix buffer overread when pglz_decompress() receives corrupt input (Andrew Dunstan) § It was possible to read a few bytes past the end of the input, which in very unlucky cases might cause a crash.",
16.14,16,2026-05-14,31,Ensure that tuplestore data structures are internally consistent even after an error (Tom Lane) §,"Ensure that tuplestore data structures are internally consistent even after an error (Tom Lane) § The code was previously careless about this, which is fine most of the time but is problematic for the tuplestore backing a WITH HOLD cursor. In v15 and before this leads to easily-reproducible crashes; later branches are not known to be vulnerable, but it seems best to preserve consistency in all.",
16.14,16,2026-05-14,32,Fix premature NULL lag reporting in pg_stat_replication (Shinya Kato) §,Fix premature NULL lag reporting in pg_stat_replication (Shinya Kato) § The lag columns frequently read as NULL even while replication activity was happening.,
16.14,16,2026-05-14,33,Avoid rare flush failure when working with non-WAL-logged GiST indexes (Tomas Vondra) §,"Avoid rare flush failure when working with non-WAL-logged GiST indexes (Tomas Vondra) § A non-logged GiST index could nonetheless sometimes produce xlog flush request n/nnnn is not satisfied errors, due to incorrect selection of a fake LSN to represent an insertion point.",
16.14,16,2026-05-14,34,Fix underestimate of required size of DSA page maps for odd-size segments (Paul Bunn) §,Fix underestimate of required size of DSA page maps for odd-size segments (Paul Bunn) § This miscalculation led to out-of-bounds accesses and hence server crashes.,
16.14,16,2026-05-14,35,Fix possible server crash when processing extended statistics on expressions of extension data types (Michael Paquier) §,"Fix possible server crash when processing extended statistics on expressions of extension data types (Michael Paquier) § NULL pointer dereferences were possible if the data type's typanalyze function does not compute any useful statistics. No in-core typanalyze function behaves that way, but extensions could.",
16.14,16,2026-05-14,36,Fix minor memory leaks in ICU-based string processing (Jeff Davis) §,Fix minor memory leaks in ICU-based string processing (Jeff Davis) §,
16.14,16,2026-05-14,37,"If the startup process fails, properly shut down other child processes before exiting the postmaster (Ayush Tiwari) §","If the startup process fails, properly shut down other child processes before exiting the postmaster (Ayush Tiwari) § The handling of this situation relied on a long-obsolete assumption that no other postmaster children exist while the startup process is running, so that immediate postmaster exit is acceptable. Orphaned children would eventually notice the postmaster's death and exit on their own, but a cleaner shutdown procedure is desirable.",
16.14,16,2026-05-14,38,Fix race condition between WAL replay of checkpoints and multixact ID creations (Heikki Linnakangas) §,Fix race condition between WAL replay of checkpoints and multixact ID creations (Heikki Linnakangas) § A standby server following WAL from a primary of an older minor version could get into a crash-and-restart loop complaining about could not access status of transaction .,
16.14,16,2026-05-14,39,Prevent indefinite wait in shutdown of a walsender process (Anthonin Bonnefoy) § §,"Prevent indefinite wait in shutdown of a walsender process (Anthonin Bonnefoy) § § At shutdown of a cluster that is publishing logical replication data, the walsender waits for all pending WAL to be written out. But it did not correctly request that to happen, so that in some cases this could become an indefinite wait.",
16.14,16,2026-05-14,40,Ensure that changes to tables' free space maps are persisted during recovery (Alexey Makhmutov) §,"Ensure that changes to tables' free space maps are persisted during recovery (Alexey Makhmutov) § Previously, while WAL replay did update the free space map while replaying operations that should change it, the map page buffer did not get marked dirty if checksums are enabled, so that the changes might never get written out. On a standby server, over time this would result in a map wildly at variance with the table's actual contents. While the map is only used as a hint, this condition could cause significant performance degradation for some period of time after the standby server is promoted to be active, until most of the map has been repaired by updates.",
16.14,16,2026-05-14,41,Fix crashes in some ecpg functions when called without any established connection (Shruthi Gowda) §,Fix crashes in some ecpg functions when called without any established connection (Shruthi Gowda) §,
16.14,16,2026-05-14,42,"Fix assorted bugs in backup decompression and tar-parsing code (Andrew Dunstan, Tom Lane, Chao Li) § § §","Fix assorted bugs in backup decompression and tar-parsing code (Andrew Dunstan, Tom Lane, Chao Li) § § § The decompression and tar-file reading code used in pg_basebackup and pg_verifybackup mishandled tar-file padding data, could corrupt LZ4-compressed data in edge cases, failed to check for some unusual error conditions, failed to exit after compression/decompression errors (leading to cascading error reports), and leaked memory.",
16.14,16,2026-05-14,43,"In pg_dumpall , don't skip role GRANT s with dangling grantor OIDs (Tom Lane) §","In pg_dumpall , don't skip role GRANT s with dangling grantor OIDs (Tom Lane) § Instead, handle such cases by emitting GRANT without any GRANTED BY clause, as we did before v16. This avoids losing the grant in foreseeable cases, since pre-v16 servers didn't prevent dropping the grantor role. Continue to emit a warning about the missing grantor, but only if the source server is v16 or later.",
16.14,16,2026-05-14,44,"In pg_upgrade , take care to use the correct protocol version when connecting to older source servers (Jacob Champion) §","In pg_upgrade , take care to use the correct protocol version when connecting to older source servers (Jacob Champion) § This could be problematic when attempting to upgrade from a pre-2018 server.",
16.14,16,2026-05-14,45,"In contrib/basic_archive , allow the archive directory to be missing at startup (Nathan Bossart) §","In contrib/basic_archive , allow the archive directory to be missing at startup (Nathan Bossart) § Previously, the setting of basic_archive.archive_directory was rejected if it didn't point to an existing directory. This is undesirable because archiving will be stuck indefinitely, even if the directory appears later.",
16.14,16,2026-05-14,46,Fix contrib/ltree to cope when case-folding changes a string's byte length (Jeff Davis) §,"Fix contrib/ltree to cope when case-folding changes a string's byte length (Jeff Davis) § Previously, lquery patterns specifying case-insensitive matching might fail to match labels they should match.",
16.14,16,2026-05-14,47,"In contrib/pg_stat_statements , don't leak memory if an error occurs while parsing the pgss_query_texts.stat file (Heikki Linnakangas) §","In contrib/pg_stat_statements , don't leak memory if an error occurs while parsing the pgss_query_texts.stat file (Heikki Linnakangas) §",
16.14,16,2026-05-14,48,"In contrib/postgres_fdw , avoid crash due to premature cleanup of a failed connection (Etsuro Fujita) §","In contrib/postgres_fdw , avoid crash due to premature cleanup of a failed connection (Etsuro Fujita) § If a remote connection fails abort cleanup, we can't use it any longer. But delay closing the connection object until end of transaction, because there might still be references to it within data structures such as open cursors.",
16.14,16,2026-05-14,49,Update time zone data files to tzdata release 2026b (Tom Lane) §,"Update time zone data files to tzdata release 2026b (Tom Lane) § British Columbia (America/Vancouver) will be on year-round UTC-07 (effectively, permanent DST) beginning in November 2026. This release assumes that their TZ abbreviation will be MST from that time forward. That seems likely to change, but it's unclear what new abbreviation will be used. Also a historical correction for Moldova: they have followed EU DST transition times since 2022.",
16.15,16,2026-08-13,0,Restrict logical decoding output plugins to the set specified by a new server parameter output_plugin_libraries (Jacob Champion) §,"Restrict logical decoding output plugins to the set specified by a new server parameter output_plugin_libraries (Jacob Champion) § Previously, a replication user could select any loadable library for logical decoding, allowing exploits of various sorts. To allow locking this down without breaking setups that worked before, introduce a whitelist of allowed output plugins. By default, only the output plugins shipped as part of PostgreSQL ( pgoutput and test_decoding ) are included in output_plugin_libraries . Installations that rely on other output plugins must add them after updating the server, for example output_plugin_libraries = 'pgoutput, test_decoding, my_trusted_decoder' Additionally, pg_upgrade --check will fail if the output_plugin_libraries parameter on the new cluster does not permit the plugins of logical replication slots on the old cluster, when migrating from versions 17 and later. Make necessary additions to the new cluster's setting before performing pg_upgrade . The PostgreSQL Project thanks Vladimir Tokarev and Yu Kunpeng for reporting this problem. (CVE-2026-6471)",CVE-2026-6471
16.15,16,2026-08-13,1,Fix contrib/pgcrypto 's PGP encryption to detect unsupported ciphers (Daniel Gustafsson) § §,"Fix contrib/pgcrypto 's PGP encryption to detect unsupported ciphers (Daniel Gustafsson) § § Previously, if OpenSSL rejected the requested cipher (for example, because it is running in FIPS mode, or the legacy provider hasn't been loaded), pgcrypto failed to notice the failure and simply XOR'd the non-encrypted block with the plaintext, rendering the encryption trivially breakable. This will typically occur with deprecated or non-FIPS cipher algorithms (cipher-algo=blowfish/bf, twofish, cast5, or 3des). By default, pgcrypto will now fail to decrypt any messages that were affected in this way. To allow retrieval of such data, a new option ignore-cipher-failure has been added to pgp_pub_decrypt() and pgp_sym_decrypt() . Setting ignore-cipher-failure=1 will restore their previous behavior, allowing the faulty encryption wrapper to be stripped off: pgp_sym_decrypt(encrypted_column, any key , 'ignore-cipher-failure=1') Once the affected messages are identified and stripped of their wrappers, they can then be re-encrypted with a modern algorithm. It is important however that the behavior of OpenSSL be the same as it was when the faulty messages were created: if the set of unsupported algorithms is not the same, this approach will not work. See the documentation for ignore-cipher-failure . The PostgreSQL Project thanks Shishir Sharma for reporting this problem. (CVE-2026-14663)",CVE-2026-14663
16.15,16,2026-08-13,2,"Fix psql to skip in-line data following a scripted COPY ... FROM STDIN command, even if the COPY fails before sending PGRES_COPY_IN (Tom Lane) § §","Fix psql to skip in-line data following a scripted COPY ... FROM STDIN command, even if the COPY fails before sending PGRES_COPY_IN (Tom Lane) § § Previously, if a COPY command failed at startup (for instance, because the target table doesn't exist) psql would not realize that and would proceed to read the following in-line data as SQL commands. In the best case that's wrong and in the worst case it's a SQL-injection hazard. Teach psql to recognize syntactically-valid COPY ... FROM STDIN commands and to skip data on its own authority if the server doesn't respond with PGRES_COPY_IN . While this fix is unlikely to affect any production SQL scripts, test scripts might intentionally exercise failing COPY ... FROM STDIN commands. Those will need to gain a \. data terminator line after each such command. The PostgreSQL Project thanks Alexander Lakhin for reporting this problem. (CVE-2026-6464)",CVE-2026-6464
16.15,16,2026-08-13,3,Cross-check the output row type of a portal running EXECUTE or FETCH (Robert Haas) §,"Cross-check the output row type of a portal running EXECUTE or FETCH (Robert Haas) § EXECUTE and FETCH use two portals: an outer one for the statement itself, and an inner one running the query being executed on its behalf. It was previously possible to make the declared row types of the two portals diverge, leading to server memory disclosure and arbitrary code execution. The PostgreSQL Project thanks Ben Morris (in collaboration with Claude and Anthropic Research) and Peter Geoghegan for reporting this problem. (CVE-2026-16239)",CVE-2026-16239
