item_ord,content_hash,model,prompt_version,category_content,confidence,is_security_hardening,is_performance,rationale
493,c21d24e4762c9e99,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a file operation issue where using link() and unlink() instead of rename() could lead to multiple links to the same file, risking data corruption. This is fundamentally about backend stability and avoiding crashes or data corruption, not about query execution or security vulnerabilities."
494,246d526aacea15e2,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses a concurrency issue where a VACUUM operation might fail to update the pg_database.datfrozenxid during a concurrent REASSIGN OWNED command, which could lead to incorrect database state or potential data integrity issues. This is fundamentally about ensuring correct behavior during concurrent operations on system catalogs, specifically related to the management of transaction ID freezing in the pg_database table."
495,e4f90d2e119c4561,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue where the tg_updatedcols bitmap, used to track updated columns in triggers, was incorrectly set to reflect columns updated by a prior command in the same transaction, leading to potential incorrect trigger behavior. It also resolves memory bloat from excessive bitmap copies."
496,40420b5f8c0b3be1,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue where detaching a partition with a foreign key constraint referencing a partitioned table incorrectly updated pg_constraint entries, causing errors related to foreign key constraints. This is fundamentally about the correctness of foreign key constraints in partitioned tables, which falls under the 'Partitioning & inheritance' category."
497,fea1ceb9c497d8b1,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue where the 'FF n' format code in to_timestamp was misprocessed when an integer format code preceded it, causing all available digits to be consumed by the integer code and leaving none for 'FF n'. This is fundamentally about the behavior of a data type function related to text and timestamp parsing, specifically within the context of format codes for timestamp conversion."
498,7cf745527a413bf9,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses the correct handling of XML namespace names during the deparse process of an XMLTABLE() expression, ensuring they are properly double-quoted to maintain syntactic correctness in the generated SQL."
499,b7b8feee70a75f4c,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix adds the 'ldapscheme' option to the output of pg_hba_file_rules(), which is related to LDAP authentication configuration in PostgreSQL's pg_hba.conf file. This is about the behavior of the authentication configuration parser and output, specifically related to LDAP scheme handling in client authentication rules."
500,50b28d436674ee2d,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a scenario where UNION operations were being merged without checking for consistent collations, which could lead to incorrect results due to nondeterministic collation behavior affecting uniqueness. This is fundamentally about ensuring correct query results by handling collation consistency in UNION operations."
501,3411b31391b387ee,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue in partition pruning logic for partitioned tables, specifically ensuring that expression processing is correctly handled during partition pruning steps. This relates to the correct behavior of partitioned table queries, which falls under the 'Partitioning & inheritance' category as it involves partition-level constraints and pruning."
502,81474007206c11aa,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses an issue where dshash tables could not grow beyond 1GB, causing allocation errors during transactions processing many tables. This is a memory management limitation, not a security vulnerability or performance improvement."
503,ccb62a3d5320f41f,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,false,false,"The fix addresses a potential integer overflow in the `bringetbitmap()` function, which is related to numeric handling and arithmetic operations. The note specifies that the result is used for statistical purposes, indicating it's a numeric overflow issue rather than a security vulnerability or performance problem."
504,bfda3f52a2085083,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a specific issue in streaming replication where standby servers could enter an infinite loop when processing a WAL record that spans multiple pages, particularly when the continuation of the record is on a page from a different WAL source. This is a replication-related stability issue, not a security or performance fix."
505,21ef68e2677cddca,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a scenario where a FATAL error during early process startup incorrectly escalated to a PANIC, which is a more severe error condition. This is a stability issue related to error handling in the backend process, not a security vulnerability or performance improvement."
506,45924fadba3cd28f,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a dangling reference issue in operator family members and support procedures, ensuring proper dependency management when dropping data types or operator families. This prevents failures during schema operations and ensures correct pg_dump output."
507,278ff9d0bb9f307e,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses multiple memory leaks in logical decoding output, which are memory safety issues that could lead to resource exhaustion or potential security vulnerabilities if exploited. Memory leaks are not classified under 'Numeric, overflow & limits' but fall under security hardening due to the nature of the issue."
508,f475d85582bda7b1,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses a crash caused by a missing check for a failed memory allocation (malloc() failure), which is a stability issue related to memory management and not a security vulnerability or performance improvement. This falls under backend stability not tied to a more specific area, as it involves a crash due to an unhandled memory allocation failure."
509,22ad793a56adf9cc,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,true,false,"The fix addresses an integer overflow issue that could cause a transaction with a large relation to incorrectly trigger a WAL copy instead of fsync, which is a security and correctness issue related to the WAL handling logic."
510,b83fe05b6eba6407,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses an unsafe order of operations during cache lookups, which could lead to a warning about not owning a lock of type ExclusiveLock during GRANT TABLESPACE. This is a concurrency issue related to lock management, not a security vulnerability or performance improvement."
511,6a2991ba18f32749,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a potential issue with JIT (Just-In-Time) compilation on older ARM platforms due to inconsistencies in compiler settings between gcc and clang regarding the use of outline atomics. This is a build and platform compatibility issue, not related to security, performance, or other categories."
512,af322ed340bc598f,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses an issue where initdb fails when encountering Windows junction points in the data directory path that don't expand to drive absolute paths or point to other junctions. This is fundamentally about the initialization process handling specific Windows filesystem structures, which falls under the 'Build & platform' category as it relates to platform-specific behavior during build or initialization."
513,68f8806aa61b17ce,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an assertion failure in WITH RECURSIVE queries involving UNION, which relates to query execution correctness rather than performance or security. This is a correctness issue in the query execution phase, specifically in handling recursive queries with UNION, which falls under the 'Execution & correctness' category."
514,e958f4083a0ec60a,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an assertion failure during rule deparsing when a set operation leaf query contains nested set operations, which relates to query rewriting or rule processing during execution."
515,bd5e1c8e9f74daed,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses an assertion failure during parallel query startup, which relates to backend stability and process crashes, not to query results or performance. This falls under the 'Concurrency, locking & crashes' category as it involves a crash condition in the backend."
516,de302a1c4b27b4c6,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses an assertion failure during shutdown when writing the statistics file, which relates to backend stability and proper handling of file operations at shutdown. This is not a security issue or performance improvement, but rather a stability concern in the storage or file handling process."
517,c713e167619e4f35,qwen3:30b-a3b,v2,Execution & correctness,0.95,true,false,"The fix addresses a potential issue where a read-write pointer to an expanded object is passed to a data type's equality function within NULLIF(), which could lead to unintended modifications or deletions of the object. This is fundamentally about ensuring correct behavior during execution, specifically avoiding incorrect modifications that could affect query results or stability."
518,97137eb83f5c5015,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific issue in the handling of default null values during INSERT operations, particularly when the target column is of a domain type. It ensures that expression preprocessing, including coercion to the domain type, is correctly applied, which is a matter of query execution correctness rather than security or performance."
519,36fb2e7695a565e0,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses memory leaks in PL/Python, specifically when using PLyPlan.execute or plpy.cursor repeatedly within a function. This is a memory management issue, not a security vulnerability or performance improvement."
520,540d65c9c8fccbad,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses compatibility with Tcl 9 for the PL/Tcl procedural language, which is a language extension for PostgreSQL. This is about ensuring the extension works correctly with a newer version of the underlying Tcl interpreter."
521,bb01f615c198d906,qwen3:30b-a3b,v2,Client interfaces,0.95,false,false,"The fix addresses a potential issue in the ECPG preprocessor where cursors might reference variables that are out of scope, which could lead to incorrect behavior or crashes during preprocessing. This is fundamentally about the correctness of the ECPG preprocessor's handling of variable scope in cursor declarations."
522,e6349528521d27af,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a compile-time warning in ecpg related to unsupported use of COPY ... FROM STDIN, which is a client-side tool issue. The warning was not being issued due to a typo, so the fix is about ensuring the correct warning is provided for a specific SQL command usage in the client tool."
523,dfac265cbd2cfa21,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a specific issue in psql where file path names encoded in SJIS (a Japanese character encoding) were being corrupted due to improper handling of certain two-byte characters that include a backslash in their second byte. This corruption prevented access to files with such names, which is a correctness issue in client tool behavior rather than a security or performance problem."
524,dd62c893df0573bc,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a specific issue with the use of an incorrect version of the `pqsignal()` function in pgbench and psql, which affects how interrupted system calls are handled during operations like the `-T` option in pgbench or the `\watch` command in psql. This is a correctness issue related to the behavior of client tools when handling system call interruptions."
525,b89974bd76fa579c,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a misexecution issue in pgbench's handling of nested \if constructs, where an \if command inside a false branch was incorrectly processed as if it were an \elif. This is a correctness issue in the behavior of the pgbench tool, specifically related to its script interpreter."
526,8273b8aa3063d8a2,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a potential misdisplay of progress messages during table initialization in pgbench, which is a client tool used for benchmarking PostgreSQL. This is a minor UI or logging issue within the client tool, not related to query execution, data correctness, or security."
527,fbd90e05ffb426f0,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses pg_controldata's handling of corrupted pg_control files, specifically preventing misbehavior when encountering invalid field values like timestamps and negative WAL segment sizes. This is about ensuring the tool doesn't crash or produce incorrect output due to malformed data, which falls under backend stability rather than a security vulnerability."
528,e33f9581c86a66d0,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses a potential crash in pg_dump when dealing with identity sequences attached to tables that are part of an extension. This is related to the behavior of a client tool (pg_dump) when handling specific database objects (identity sequences within extensions), which falls under the 'Client tools' category."
529,8dfa1efbc3cba824,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue with pg_basebackup on Windows where it couldn't handle pg_wal.tar files larger than 2GB, which is a limitation in the client tool's file handling capability."
530,048b7f34dd143216,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a compiler configuration issue on ARM platforms, specifically updating the probes to correctly handle compiler switches for CRC instructions, which was causing a fallback to software CRC due to outdated compiler flags."
531,9cad105619e44d5a,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a compiler compatibility issue where PostgreSQL fails to compile with C23 compilers by attempting to switch to C17 standard, which is a build system adjustment rather than a functional or security-related change."
532,617ff6d58be3a54b,qwen3:30b-a3b,v2,Client interfaces,0.95,true,false,"The fix addresses a flaw in libpq's quoting functions where they failed to respect the string length parameter, potentially causing incorrect output or crashes due to memory access beyond the intended string length. This is a memory safety issue related to buffer handling, not a numeric or overflow problem."
533,35b985eab0c8f69b,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a buffer overread vulnerability in the handling of GB18030-encoded strings, which could lead to a SIGSEGV crash. This is a memory safety issue related to improper handling of invalidly-encoded strings, not a numeric or arithmetic error."
534,d0739ef547b93551,qwen3:30b-a3b,v2,Partitioning & inheritance,0.95,false,false,"The fix addresses an issue with foreign key constraints on partitioned tables where self-referential constraints were not properly enforced due to missing catalog entries when partitions were created or attached. This is fundamentally about ensuring correct constraint enforcement in partitioned table structures, which falls under the 'Partitioning & inheritance' category."
535,659d5199406da1c8,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses a bug in BRIN index summary merging where decompression results were not correctly handled, leading to potential data loss in index searches. This is fundamentally about index correctness and behavior, specifically within BRIN indexes."
536,e142af725897e443,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses errors related to attribute type mismatches when using whole-row table references in UPDATE, DELETE, and MERGE queries involving views or functions in the FROM clause. This pertains to query execution semantics and correctness, specifically ensuring that the types of attributes are correctly handled during these operations."
537,17cb97d7c32684c1,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an error in the MERGE statement when used with partitioned tables and DO NOTHING actions, specifically resolving an 'unknown action in MERGE WHEN clause' error. This pertains to the correct handling of SQL semantics during execution, not to crashes or performance."
538,b49c98b6fc41884c,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where an INSERT command fails due to a constraint violation on a domain data type's constraints, even though the generated column's expression produced a valid value. This is fundamentally about ensuring correct handling of domain constraints during INSERT operations, which falls under execution correctness."
539,17614ca94464a1e7,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a parser issue where references to outer CTE names within a WITH clause attached to DML commands (INSERT/UPDATE/DELETE/MERGE) were not correctly processed, leading to disallowed recursion cases and improper CTE ordering. This is fundamentally about query parsing and semantics, not performance or security."
540,accd1d1712d89fe9,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses the behavior of ARRAY constructors when the input is of type int2vector or oidvector, ensuring the output type matches the expected array type for these vector types. This is about correct data type handling during array construction, not a security issue or performance improvement."
541,e01754d78bcaafb3,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue with parsing Ispell dictionaries, specifically preventing incorrect reports of invalid affixes. This relates to text processing and dictionary handling within the database, which falls under data type and text handling."
542,2c80ff5721159b82,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a bug where adding a column of a domain type with a default value did not correctly apply the domain's default to existing rows, resulting in null values instead of the expected default. This is fundamentally about the correct behavior of the ALTER TABLE command when dealing with domain types and their defaults, which falls under the category of execution and correctness."
543,ab8f7419be9b6f66,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue where duplicate column names in a foreign key constraint's ON DELETE action (SET DEFAULT or SET NULL) caused incorrect behavior, which relates to the semantics of SQL operations during execution, specifically in the context of foreign key constraints and their actions."
544,19893c95e6d6eb71,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix improves the error message when attempting to alter a foreign key constraint in a way that's not allowed, which relates to the correctness of SQL semantics during execution, specifically the behavior of ALTER TABLE operations on foreign key constraints."
545,1f071d1a2b7ba41d,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a specific issue with temporary tables marked with ON COMMIT DELETE ROWS, where resetting the relhassubclass flag could cause an error. This relates to the behavior of temporary tables and their metadata during commit operations, which falls under the category of ""Execution & correctness"" as it involves incorrect handling of table state during transaction commit, not a security or performance issue."
546,66852d83310ad95c,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,true,"The fix addresses a planner issue where the query planner failed to recognize multiple hashable ScalarArrayOpExpr subexpressions in a top-level expression, leading to inefficient execution of certain query clauses like IN or = ANY. This is fundamentally about query planning and optimization, specifically improving the planner's ability to identify and utilize hash tables for better performance."
547,faafe22fee7bc80c,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where a bitmap heap scan optimization could return dead tuples due to concurrent vacuum operations marking a page all-visible. This is fundamentally about ensuring correct query results during execution, specifically related to the behavior of heap scans and visibility checks."
548,f428a66e2f11dd0c,qwen3:30b-a3b,v2,Indexes,0.95,false,true,"The fix addresses a performance issue in GIN index search startup when handling a large number of search keys, specifically reducing the time complexity from O(N^2) to a more efficient level. This is a performance improvement related to the GIN index implementation."
549,634fe545b73c0320,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a scenario where a BRIN index operator class lacks required support procedures, which previously caused a crash. This is fundamentally about preventing a crash due to missing functionality in an index, falling under backend stability not tied to a more specific area."
550,3395b0c28a72672f,qwen3:30b-a3b,v2,Planner & optimizer,0.95,false,false,"The fix addresses the handling of interrupts during asynchronous subplan execution in an Append plan node, ensuring that the system responds to cancellations or interrupts while waiting for subplans to complete. This is a stability and concurrency issue related to how the planner manages execution flow under interrupt conditions."
551,4a5f15633c4205d5,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a race condition in the handling of synchronous_standby_names right after PostgreSQL startup, which could cause backends to fail to wait for synchronous commit when it should be enabled. This is a concurrency issue related to synchronization between backends during startup."
552,350c7466412777a2,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a crash in pg_strtof() when a null endptr is provided, which is a memory safety issue related to improper handling of input parameters. This is not a numeric overflow or arithmetic error but a potential buffer overrun or out-of-bounds access."
553,d5d55fd1f2ef7813,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a crash caused by an out-of-memory condition when using the Snowball stemmer, which is a text processing feature. This is a stability issue related to memory handling, not a security vulnerability or performance improvement."
554,8fea4d3e2bbb8c1d,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a potential issue where catalog xmin (a transaction ID used for visibility) was being advanced too quickly during logical decoding, which could lead to vacuuming deleted catalog entries prematurely. This is a correctness issue related to transaction visibility and catalog management, not a security vulnerability or performance improvement."
555,e69c9de236a54af3,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a scenario where DDL operations not requiring strong locks fail to update catalog data in WAL, causing logical replication to use outdated catalog information and potentially corrupt data. This is fundamentally about replication consistency and catalog synchronization in logical replication."
556,a44143df4243948f,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses duplicate snapshot creation during logical replication index lookups, which relates to the efficiency and correctness of logical replication operations. It does not involve security vulnerabilities, performance improvements, or other categories like planner or indexes."
557,dbab29b204182656,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses an error message that incorrectly reported checkpoint and timeline values during recovery when a backup_label exists, ensuring it uses the correct values from the backup_label instead of the control file."
558,f23acd3193b11c6a,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses an assertion failure during snapshot building, which relates to backend stability and internal consistency checks, not query results or performance. This falls under backend stability, which is categorized as 'Concurrency, locking & crashes' (category 6)."
559,edcf2c20f09dbcc4,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix removes an incorrect assertion in pgstat_report_stat(), which is related to backend stability and error handling. Assertions are typically used for debugging and should not cause crashes in production, so this is about preventing a potential crash or assertion failure."
560,d6b931e49dc0901c,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses an overly-strict assertion in the gistFindCorrectParent() function, which is related to the GiST index access method. Assertions are typically used for debugging and validation, and an overly-strict assertion could cause unnecessary failures or crashes during index operations. This falls under the Indexes category as it pertains to the internal workings of the GiST index."
561,5ac698c6438ca00a,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses an assertion failure in standby servers during a primary server restart, which relates to replication stability and behavior under specific recovery conditions."
562,6905bacab605841e,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses an issue in PL/pgSQL where a scrollable cursor on a simple SELECT expression query caused an unexpected plan node type error. This is about incorrect behavior during query execution related to cursor handling in PL/pgSQL, which falls under execution correctness."
563,860cf49d1f522f80,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue in pg_dump where it attempts to drop individual index partitions in --clean mode, which the server rejects. This causes errors during restoration in --single-transaction mode, but the partitions would have been dropped anyway when the parent table or index is dropped. The core problem is with the pg_dump tool's behavior, not the server's execution or correctness."
564,97d6e4739dcaff4b,qwen3:30b-a3b,v2,Client tools,0.95,false,false,"The fix addresses an issue in pg_dumpall where it would emit invalid role GRANT commands when encountering invalid role OIDs in pg_auth_members, instead opting to print a warning and skip the entry to handle catalog corruption from race conditions between GRANT and DROP ROLE."
565,bae5884bf1cbded4,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a memory management issue in libpq allocations during pg_amcheck and pg_upgrade, specifically ensuring the correct function is used to free memory. This prevents crashes in certain Windows build configurations, indicating a memory-safety concern."
566,e319ec84e633f21e,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses the ability to interrupt dblink queries via query cancel, preventing hangs during database creation and deletion due to undetected deadlocks. This relates to concurrency and deadlock handling, not security or performance."
567,632afc2ebf15583d,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses a crash caused by corrupt input data in the 'heap_page_items()' function of the contrib/pageinspect module, which is related to handling heap page data. This is a stability issue not tied to a specific component like indexing or storage, but rather a crash due to invalid input, falling under backend stability."
568,d2123043f7daf6be,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses an assertion failure when applying pg_freespacemap() to a relation without storage, such as a view, by adding an error check to reject such cases. This is about preventing a crash or assertion failure in a specific function, not about query results, performance, or security."
569,5498d1e890a963a2,qwen3:30b-a3b,v2,Build & platform,0.95,false,false,"The fix addresses a build failure on macOS 15.4 due to a configuration probe issue with strchrnul(), which is related to the build system and platform compatibility."
570,f018d7bb63c7214b,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,true,false,"The fix addresses security vulnerabilities related to access control and permissions, specifically preventing unauthorized access to statistics data through partitioning, inheritance, and views. It involves tightening security checks to ensure that users cannot bypass permissions on tables or views to access restricted statistics data."
571,888d7b56958cfd06,qwen3:30b-a3b,v2,"Numeric, overflow & limits",0.95,true,false,"The fix addresses a security vulnerability where pg_dump could potentially allow an attacker to execute shell commands via psql meta-commands during a restore operation, which is a security hardening issue related to preventing unauthorized command execution."
572,df4750b82b91b2df,qwen3:30b-a3b,v2,Client tools,0.95,true,false,"The fix addresses a vulnerability where object names containing newlines in pg_dump output could inject arbitrary SQL commands, which is a security issue related to input sanitization and command injection. This is not a numeric or performance issue but a security hardening fix."
573,4aa85f94b158291e,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses an incorrect distance calculation in the BRIN index's numeric_minmax_multi_ops support function, which affected the efficiency and potential bloat of BRIN indexes. This is a correctness issue within the index implementation, not a security or performance improvement."
574,fa137683bc745872,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix reverts a workaround for a libxml2 bug that limited XML input size to 10MB, returning to the previous behavior that did not impose this restriction. This is about handling XML input size limits, which falls under data type and text processing."
575,275d3f93434fdc9d,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses issues with MERGE statements targeting a plain-inheritance parent table, specifically handling WITH CHECK OPTION and RETURNING actions correctly to prevent crashes and incorrect results."
576,2fb737711d1f6e6d,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses a restriction on tables with statement-level triggers becoming partitions or inheritance children, clarifying that the previous check incorrectly blocked such tables despite the lack of a technical issue for statement-level triggers. This is about correct behavior of inheritance and partitioning features, not performance or security."
577,f439a3f1482a045b,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a scenario where triggers with transition tables on foreign tables were incorrectly allowed, leading to potential incorrect behavior when a parent table has such a trigger and a child table is a foreign table. The fix explicitly disallows this unsupported case and throws an error."
578,689bc16bbf37bab4,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue where unknown custom parameters with reserved prefixes could not be reset after being stored via ALTER DATABASE/ROLE/SYSTEM, which relates to parameter handling and management within the server configuration system."
579,72166ae5268f8fae,qwen3:30b-a3b,v2,"Concurrency, locking & crashes",0.95,false,false,"The fix addresses a potential deadlock during an ALTER SUBSCRIPTION operation involving dropping a publication, specifically ensuring catalog locks are acquired in a consistent order to prevent deadlocks."
580,ab9b8267170520f5,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a race condition in index creation where concurrent operations might conflict over index names, specifically avoiding conflicts with not-yet-committed pg_class rows. This is fundamentally about ensuring correct behavior during concurrent index creation, which falls under execution and correctness."
581,8096bd49c56b56c4,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses a bug where incorrect VACUUM options (TRUNCATE and INDEX_CLEANUP) from one table were mistakenly applied to other tables in a single VACUUM command, which could lead to unintended data management behavior. This is fundamentally about the correct handling of VACUUM command options across multiple tables, falling under the 'Storage, vacuum & TOAST' category as it pertains to vacuum operations and their correct application."
582,364c61777b0acc29,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses an issue in the handling of character classes within SIMILAR TO regular expressions, specifically ensuring that nested square brackets are correctly interpreted as literals rather than metacharacters. This is a correction to the behavior of the regular expression parser, which falls under data type and text handling."
583,448b91edd8307b6d,qwen3:30b-a3b,v2,Execution & correctness,0.95,false,false,"The fix addresses a syntax issue in query deparsing for FETCH FIRST ... ROWS WITH TIES clauses, ensuring parentheses are added to maintain syntactic validity. This is about correct query representation during deparsing, not performance, security, or other categories."
584,77d65555d0c4fa99,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses a potential failure in the checkpointer process due to excessive memory allocation for fsync requests when shared_buffers is very large, preventing an infinite loop by clamping the queue size."
585,6a24671875487a39,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a scenario where logical decoding would enter an infinite wait state due to a partially-written WAL record after a server crash, which is a stability issue related to WAL processing and recovery."
586,f5dfce4843cfab2c,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses inconsistent quoting of role names in ACL strings, specifically ensuring non-ASCII characters are consistently quoted in output while maintaining backward compatibility for input. This relates to how ACL strings are formatted and handled, which falls under data type and text handling semantics."
587,105e531817e1c8fd,qwen3:30b-a3b,v2,"Data types, text & collation",0.95,false,false,"The fix addresses a specific issue with allowing equal signs in relation and foreign-data option names, which creates ambiguity in the stored representation. This is about the correctness of how option names are handled in the system, not about performance, security, or other categories."
588,3151978cdb0f27b7,qwen3:30b-a3b,v2,"Storage, vacuum & TOAST",0.95,false,false,"The fix addresses an issue with decompressing LZ4-compressed data, specifically when dealing with not-very-compressible input. This is related to the handling of data compression and decompression within the storage or data processing layer, not a security vulnerability or performance issue."
589,ccecf743afd52b02,qwen3:30b-a3b,v2,Indexes,0.95,false,false,"The fix addresses a rare issue in btree index scans where incorrect index entries were marked as dead, which relates to the correctness of index operations. This is not a security or performance issue but a correctness problem in index handling."
590,1bd463b11a461570,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses an issue where logical replication receiver processes were unnecessarily redistributing cache invalidation messages, causing an exponential increase in message volume and potential memory allocation failures. This is fundamentally about replication behavior and stability, not security or performance."
591,fba7f24e56c666ad,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a scenario where WAL segments might be removed prematurely during a checkpoint, causing recovery failure if a crash occurs right after. This is about ensuring WAL retention during critical operations to prevent data loss or recovery issues."
592,4b008de0c70b7f41,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a potential issue in replication where a replication client might acknowledge an LSN (Log Sequence Number) that's past the persistent storage, leading to possible data duplication if an older LSN is sent after a restart. The core of the fix is ensuring the replication slot's confirmed-flush position never moves backward, which is critical for maintaining data consistency in replication."
593,3433effc03cef6e1,qwen3:30b-a3b,v2,Replication & recovery,0.95,false,false,"The fix addresses a scenario where a replication slot creation on a standby server could hang indefinitely waiting for transactions to complete on the primary, and adds a check for query cancellation to allow interruption. This is fundamentally about replication behavior and handling of replication slot creation, which falls under replication and recovery."
